   #Energy      xx              yy   
  15.801      0.5859E+00      0.5470E+00
  15.809      0.5850E+00      0.5461E+00
  15.817      0.5841E+00      0.5452E+00
  15.825      0.5832E+00      0.5449E+00
  15.833      0.5823E+00      0.5439E+00
  15.841      0.5814E+00      0.5436E+00
  15.848      0.5805E+00      0.5427E+00
  15.856      0.5796E+00      0.5417E+00
  15.864      0.5787E+00      0.5414E+00
  15.872      0.5778E+00      0.5405E+00
  15.880      0.5768E+00      0.5401E+00
  15.888      0.5759E+00      0.5392E+00
  15.896      0.5756E+00      0.5389E+00
  15.904      0.5747E+00      0.5385E+00
  15.912      0.5738E+00      0.5376E+00
  15.920      0.5728E+00      0.5373E+00
  15.928      0.5719E+00      0.5363E+00
  15.935      0.5716E+00      0.5360E+00
  15.943      0.5707E+00      0.5350E+00
  15.951      0.5698E+00      0.5347E+00
  15.959      0.5688E+00      0.5338E+00
  15.967      0.5679E+00      0.5334E+00
  15.975      0.5676E+00      0.5325E+00
  15.983      0.5666E+00      0.5315E+00
  15.991      0.5657E+00      0.5312E+00
  15.999      0.5648E+00      0.5302E+00
  16.007      0.5645E+00      0.5299E+00
  16.015      0.5635E+00      0.5289E+00
  16.022      0.5626E+00      0.5280E+00
  16.030      0.5616E+00      0.5270E+00
  16.038      0.5613E+00      0.5261E+00
  16.046      0.5604E+00      0.5257E+00
  16.054      0.5594E+00      0.5248E+00
  16.062      0.5585E+00      0.5238E+00
  16.070      0.5576E+00      0.5229E+00
  16.078      0.5572E+00      0.5219E+00
  16.086      0.5563E+00      0.5209E+00
  16.094      0.5553E+00      0.5200E+00
  16.102      0.5544E+00      0.5190E+00
  16.109      0.5534E+00      0.5180E+00
  16.117      0.5531E+00      0.5171E+00
  16.125      0.5521E+00      0.5161E+00
  16.133      0.5512E+00      0.5151E+00
  16.141      0.5502E+00      0.5142E+00
  16.149      0.5493E+00      0.5132E+00
  16.157      0.5489E+00      0.5122E+00
  16.165      0.5480E+00      0.5112E+00
  16.173      0.5470E+00      0.5103E+00
  16.180      0.5461E+00      0.5093E+00
  16.188      0.5451E+00      0.5083E+00
  16.196      0.5448E+00      0.5073E+00
  16.204      0.5438E+00      0.5064E+00
  16.212      0.5428E+00      0.5054E+00
  16.220      0.5419E+00      0.5044E+00
  16.228      0.5409E+00      0.5034E+00
  16.236      0.5406E+00      0.5024E+00
  16.244      0.5396E+00      0.5014E+00
  16.252      0.5386E+00      0.5011E+00
  16.260      0.5377E+00      0.5001E+00
  16.267      0.5373E+00      0.4991E+00
  16.275      0.5363E+00      0.4981E+00
  16.283      0.5354E+00      0.4977E+00
  16.291      0.5350E+00      0.4967E+00
  16.299      0.5340E+00      0.4957E+00
  16.307      0.5330E+00      0.4947E+00
  16.315      0.5327E+00      0.4944E+00
  16.323      0.5317E+00      0.4934E+00
  16.331      0.5313E+00      0.4930E+00
  16.339      0.5304E+00      0.4920E+00
  16.346      0.5294E+00      0.4916E+00
  16.354      0.5290E+00      0.4906E+00
  16.362      0.5280E+00      0.4896E+00
  16.370      0.5277E+00      0.4892E+00
  16.378      0.5267E+00      0.4882E+00
  16.386      0.5263E+00      0.4878E+00
  16.394      0.5260E+00      0.4868E+00
  16.402      0.5250E+00      0.4864E+00
  16.410      0.5246E+00      0.4861E+00
  16.418      0.5236E+00      0.4850E+00
  16.426      0.5232E+00      0.4847E+00
  16.433      0.5229E+00      0.4836E+00
  16.441      0.5225E+00      0.4833E+00
  16.449      0.5215E+00      0.4822E+00
  16.457      0.5211E+00      0.4819E+00
  16.465      0.5208E+00      0.4815E+00
  16.473      0.5204E+00      0.4804E+00
  16.481      0.5200E+00      0.4800E+00
  16.489      0.5196E+00      0.4790E+00
  16.497      0.5193E+00      0.4786E+00
  16.505      0.5189E+00      0.4782E+00
  16.512      0.5185E+00      0.4772E+00
  16.520      0.5181E+00      0.4768E+00
  16.528      0.5177E+00      0.4764E+00
  16.536      0.5180E+00      0.4754E+00
  16.544      0.5176E+00      0.4750E+00
  16.552      0.5172E+00      0.4746E+00
  16.560      0.5168E+00      0.4736E+00
  16.568      0.5171E+00      0.4732E+00
  16.576      0.5167E+00      0.4728E+00
  16.584      0.5163E+00      0.4724E+00
  16.592      0.5166E+00      0.4720E+00
  16.599      0.5162E+00      0.4709E+00
  16.607      0.5164E+00      0.4705E+00
  16.615      0.5161E+00      0.4701E+00
  16.623      0.5163E+00      0.4697E+00
  16.631      0.5159E+00      0.4693E+00
  16.639      0.5162E+00      0.4689E+00
  16.647      0.5164E+00      0.4679E+00
  16.655      0.5160E+00      0.4675E+00
  16.663      0.5163E+00      0.4670E+00
  16.671      0.5159E+00      0.4666E+00
  16.678      0.5161E+00      0.4662E+00
  16.686      0.5157E+00      0.4658E+00
  16.694      0.5160E+00      0.4654E+00
  16.702      0.5162E+00      0.4650E+00
  16.710      0.5158E+00      0.4646E+00
  16.718      0.5161E+00      0.4642E+00
  16.726      0.5157E+00      0.4637E+00
  16.734      0.5159E+00      0.4633E+00
  16.742      0.5156E+00      0.4629E+00
  16.750      0.5158E+00      0.4625E+00
  16.758      0.5154E+00      0.4621E+00
  16.765      0.5156E+00      0.4610E+00
  16.773      0.5153E+00      0.4606E+00
  16.781      0.5155E+00      0.4602E+00
  16.789      0.5151E+00      0.4598E+00
  16.797      0.5147E+00      0.4594E+00
  16.805      0.5143E+00      0.4589E+00
  16.813      0.5146E+00      0.4585E+00
  16.821      0.5142E+00      0.4575E+00
  16.829      0.5138E+00      0.4570E+00
  16.837      0.5134E+00      0.4566E+00
  16.845      0.5130E+00      0.4562E+00
  16.852      0.5126E+00      0.4551E+00
  16.860      0.5122E+00      0.4547E+00
  16.868      0.5118E+00      0.4543E+00
  16.876      0.5114E+00      0.4532E+00
  16.884      0.5110E+00      0.4528E+00
  16.892      0.5106E+00      0.4517E+00
  16.900      0.5102E+00      0.4513E+00
  16.908      0.5091E+00      0.4502E+00
  16.916      0.5087E+00      0.4491E+00
  16.924      0.5083E+00      0.4487E+00
  16.931      0.5073E+00      0.4476E+00
  16.939      0.5069E+00      0.4466E+00
  16.947      0.5065E+00      0.4461E+00
  16.955      0.5054E+00      0.4451E+00
  16.963      0.5050E+00      0.4440E+00
  16.971      0.5040E+00      0.4429E+00
  16.979      0.5036E+00      0.4418E+00
  16.987      0.5025E+00      0.4414E+00
  16.995      0.5021E+00      0.4403E+00
  17.003      0.5010E+00      0.4392E+00
  17.011      0.5006E+00      0.4381E+00
  17.018      0.4996E+00      0.4370E+00
  17.026      0.4992E+00      0.4360E+00
  17.034      0.4981E+00      0.4349E+00
  17.042      0.4977E+00      0.4338E+00
  17.050      0.4966E+00      0.4327E+00
  17.058      0.4962E+00      0.4316E+00
  17.066      0.4951E+00      0.4305E+00
  17.074      0.4947E+00      0.4294E+00
  17.082      0.4937E+00      0.4283E+00
  17.090      0.4932E+00      0.4272E+00
  17.098      0.4928E+00      0.4255E+00
  17.105      0.4918E+00      0.4244E+00
  17.113      0.4913E+00      0.4233E+00
  17.121      0.4909E+00      0.4222E+00
  17.129      0.4898E+00      0.4211E+00
  17.137      0.4894E+00      0.4200E+00
  17.145      0.4890E+00      0.4189E+00
  17.153      0.4886E+00      0.4178E+00
  17.161      0.4875E+00      0.4167E+00
  17.169      0.4871E+00      0.4155E+00
  17.177      0.4866E+00      0.4144E+00
  17.184      0.4862E+00      0.4140E+00
  17.192      0.4858E+00      0.4129E+00
  17.200      0.4854E+00      0.4117E+00
  17.208      0.4849E+00      0.4106E+00
  17.216      0.4845E+00      0.4095E+00
  17.224      0.4834E+00      0.4084E+00
  17.232      0.4830E+00      0.4079E+00
  17.240      0.4826E+00      0.4068E+00
  17.248      0.4821E+00      0.4057E+00
  17.256      0.4817E+00      0.4052E+00
  17.264      0.4813E+00      0.4041E+00
  17.271      0.4808E+00      0.4036E+00
  17.279      0.4804E+00      0.4025E+00
  17.287      0.4800E+00      0.4020E+00
  17.295      0.4795E+00      0.4016E+00
  17.303      0.4791E+00      0.4004E+00
  17.311      0.4787E+00      0.4000E+00
  17.319      0.4782E+00      0.3995E+00
  17.327      0.4778E+00      0.3990E+00
  17.335      0.4773E+00      0.3979E+00
  17.343      0.4762E+00      0.3974E+00
  17.350      0.4758E+00      0.3969E+00
  17.358      0.4754E+00      0.3965E+00
  17.366      0.4749E+00      0.3960E+00
  17.374      0.4738E+00      0.3962E+00
  17.382      0.4734E+00      0.3957E+00
  17.390      0.4729E+00      0.3952E+00
  17.398      0.4718E+00      0.3947E+00
  17.406      0.4714E+00      0.3949E+00
  17.414      0.4703E+00      0.3944E+00
  17.422      0.4698E+00      0.3939E+00
  17.429      0.4687E+00      0.3941E+00
  17.437      0.4676E+00      0.3936E+00
  17.445      0.4672E+00      0.3938E+00
  17.453      0.4661E+00      0.3940E+00
  17.461      0.4649E+00      0.3935E+00
  17.469      0.4638E+00      0.3937E+00
  17.477      0.4627E+00      0.3939E+00
  17.485      0.4623E+00      0.3934E+00
  17.493      0.4612E+00      0.3936E+00
  17.501      0.4600E+00      0.3937E+00
  17.509      0.4589E+00      0.3939E+00
  17.516      0.4571E+00      0.3941E+00
  17.524      0.4560E+00      0.3943E+00
  17.532      0.4549E+00      0.3945E+00
  17.540      0.4538E+00      0.3946E+00
  17.548      0.4526E+00      0.3948E+00
  17.556      0.4515E+00      0.3950E+00
  17.564      0.4504E+00      0.3952E+00
  17.572      0.4493E+00      0.3960E+00
  17.580      0.4475E+00      0.3962E+00
  17.587      0.4463E+00      0.3964E+00
  17.595      0.4452E+00      0.3965E+00
  17.603      0.4441E+00      0.3974E+00
  17.611      0.4429E+00      0.3976E+00
  17.619      0.4418E+00      0.3978E+00
  17.627      0.4400E+00      0.3986E+00
  17.635      0.4389E+00      0.3988E+00
  17.643      0.4377E+00      0.3990E+00
  17.651      0.4366E+00      0.3998E+00
  17.659      0.4354E+00      0.4000E+00
  17.667      0.4343E+00      0.4002E+00
  17.674      0.4331E+00      0.4003E+00
  17.682      0.4320E+00      0.4012E+00
  17.690      0.4308E+00      0.4014E+00
  17.698      0.4297E+00      0.4015E+00
  17.706      0.4286E+00      0.4024E+00
  17.714      0.4274E+00      0.4026E+00
  17.722      0.4262E+00      0.4028E+00
  17.730      0.4251E+00      0.4029E+00
  17.738      0.4246E+00      0.4031E+00
  17.746      0.4235E+00      0.4033E+00
  17.753      0.4223E+00      0.4035E+00
  17.761      0.4211E+00      0.4037E+00
  17.769      0.4207E+00      0.4038E+00
  17.777      0.4195E+00      0.4033E+00
  17.785      0.4183E+00      0.4035E+00
  17.793      0.4179E+00      0.4030E+00
  17.801      0.4167E+00      0.4032E+00
  17.809      0.4155E+00      0.4027E+00
  17.817      0.4150E+00      0.4029E+00
  17.825      0.4139E+00      0.4024E+00
  17.833      0.4134E+00      0.4019E+00
  17.840      0.4122E+00      0.4014E+00
  17.848      0.4117E+00      0.4009E+00
  17.856      0.4105E+00      0.3997E+00
  17.864      0.4100E+00      0.3992E+00
  17.872      0.4089E+00      0.3987E+00
  17.880      0.4077E+00      0.3975E+00
  17.888      0.4072E+00      0.3964E+00
  17.896      0.4060E+00      0.3959E+00
  17.904      0.4055E+00      0.3947E+00
  17.912      0.4044E+00      0.3935E+00
  17.919      0.4039E+00      0.3923E+00
  17.927      0.4027E+00      0.3911E+00
  17.935      0.4022E+00      0.3893E+00
  17.943      0.4010E+00      0.3881E+00
  17.951      0.4005E+00      0.3862E+00
  17.959      0.3993E+00      0.3850E+00
  17.967      0.3981E+00      0.3831E+00
  17.975      0.3976E+00      0.3820E+00
  17.983      0.3964E+00      0.3801E+00
  17.991      0.3952E+00      0.3782E+00
  17.999      0.3940E+00      0.3763E+00
  18.006      0.3935E+00      0.3744E+00
  18.014      0.3923E+00      0.3726E+00
  18.022      0.3912E+00      0.3714E+00
  18.030      0.3900E+00      0.3695E+00
  18.038      0.3888E+00      0.3676E+00
  18.046      0.3876E+00      0.3657E+00
  18.054      0.3864E+00      0.3638E+00
  18.062      0.3852E+00      0.3619E+00
  18.070      0.3840E+00      0.3600E+00
  18.078      0.3828E+00      0.3581E+00
  18.085      0.3816E+00      0.3562E+00
  18.093      0.3804E+00      0.3543E+00
  18.101      0.3792E+00      0.3524E+00
  18.109      0.3773E+00      0.3505E+00
  18.117      0.3761E+00      0.3493E+00
  18.125      0.3748E+00      0.3474E+00
  18.133      0.3736E+00      0.3455E+00
  18.141      0.3717E+00      0.3443E+00
  18.149      0.3705E+00      0.3423E+00
  18.157      0.3693E+00      0.3411E+00
  18.165      0.3674E+00      0.3399E+00
  18.172      0.3662E+00      0.3380E+00
  18.180      0.3643E+00      0.3367E+00
  18.188      0.3631E+00      0.3355E+00
  18.196      0.3618E+00      0.3343E+00
  18.204      0.3599E+00      0.3330E+00
  18.212      0.3587E+00      0.3325E+00
  18.220      0.3568E+00      0.3313E+00
  18.228      0.3556E+00      0.3300E+00
  18.236      0.3536E+00      0.3295E+00
  18.244      0.3524E+00      0.3282E+00
  18.252      0.3512E+00      0.3277E+00
  18.259      0.3493E+00      0.3264E+00
  18.267      0.3480E+00      0.3259E+00
  18.275      0.3468E+00      0.3253E+00
  18.283      0.3456E+00      0.3248E+00
  18.291      0.3436E+00      0.3242E+00
  18.299      0.3424E+00      0.3237E+00
  18.307      0.3412E+00      0.3231E+00
  18.315      0.3399E+00      0.3226E+00
  18.323      0.3387E+00      0.3220E+00
  18.331      0.3374E+00      0.3215E+00
  18.338      0.3362E+00      0.3209E+00
  18.346      0.3349E+00      0.3204E+00
  18.354      0.3337E+00      0.3205E+00
  18.362      0.3325E+00      0.3199E+00
  18.370      0.3319E+00      0.3194E+00
  18.378      0.3307E+00      0.3188E+00
  18.386      0.3294E+00      0.3190E+00
  18.394      0.3288E+00      0.3184E+00
  18.402      0.3276E+00      0.3178E+00
  18.410      0.3270E+00      0.3173E+00
  18.418      0.3258E+00      0.3174E+00
  18.425      0.3252E+00      0.3168E+00
  18.433      0.3247E+00      0.3163E+00
  18.441      0.3234E+00      0.3164E+00
  18.449      0.3228E+00      0.3159E+00
  18.457      0.3223E+00      0.3153E+00
  18.465      0.3217E+00      0.3147E+00
  18.473      0.3212E+00      0.3142E+00
  18.481      0.3206E+00      0.3143E+00
  18.489      0.3200E+00      0.3137E+00
  18.497      0.3195E+00      0.3132E+00
  18.505      0.3189E+00      0.3126E+00
  18.512      0.3190E+00      0.3120E+00
  18.520      0.3185E+00      0.3115E+00
  18.528      0.3179E+00      0.3116E+00
  18.536      0.3173E+00      0.3110E+00
  18.544      0.3175E+00      0.3105E+00
  18.552      0.3169E+00      0.3099E+00
  18.560      0.3171E+00      0.3093E+00
  18.568      0.3165E+00      0.3087E+00
  18.576      0.3166E+00      0.3082E+00
  18.584      0.3160E+00      0.3076E+00
  18.591      0.3155E+00      0.3070E+00
  18.599      0.3156E+00      0.3065E+00
  18.607      0.3157E+00      0.3059E+00
  18.615      0.3152E+00      0.3053E+00
  18.623      0.3153E+00      0.3047E+00
  18.631      0.3147E+00      0.3042E+00
  18.639      0.3149E+00      0.3036E+00
  18.647      0.3143E+00      0.3030E+00
  18.655      0.3144E+00      0.3024E+00
  18.663      0.3139E+00      0.3018E+00
  18.671      0.3140E+00      0.3013E+00
  18.678      0.3134E+00      0.3007E+00
  18.686      0.3135E+00      0.2994E+00
  18.694      0.3130E+00      0.2988E+00
  18.702      0.3131E+00      0.2982E+00
  18.710      0.3125E+00      0.2976E+00
  18.718      0.3127E+00      0.2971E+00
  18.726      0.3121E+00      0.2965E+00
  18.734      0.3115E+00      0.2952E+00
  18.742      0.3116E+00      0.2946E+00
  18.750      0.3111E+00      0.2940E+00
  18.757      0.3112E+00      0.2934E+00
  18.765      0.3106E+00      0.2921E+00
  18.773      0.3100E+00      0.2915E+00
  18.781      0.3094E+00      0.2910E+00
  18.789      0.3096E+00      0.2897E+00
  18.797      0.3090E+00      0.2891E+00
  18.805      0.3084E+00      0.2885E+00
  18.813      0.3078E+00      0.2872E+00
  18.821      0.3080E+00      0.2866E+00
  18.828      0.3074E+00      0.2853E+00
  18.836      0.3068E+00      0.2847E+00
  18.844      0.3062E+00      0.2834E+00
  18.852      0.3056E+00      0.2828E+00
  18.860      0.3050E+00      0.2822E+00
  18.868      0.3045E+00      0.2809E+00
  18.876      0.3039E+00      0.2803E+00
  18.884      0.3033E+00      0.2790E+00
  18.892      0.3034E+00      0.2784E+00
  18.900      0.3028E+00      0.2770E+00
  18.908      0.3022E+00      0.2764E+00
  18.916      0.3016E+00      0.2751E+00
  18.923      0.3010E+00      0.2745E+00
  18.931      0.3005E+00      0.2739E+00
  18.939      0.2999E+00      0.2726E+00
  18.947      0.2993E+00      0.2720E+00
  18.955      0.2987E+00      0.2707E+00
  18.963      0.2981E+00      0.2701E+00
  18.971      0.2975E+00      0.2695E+00
  18.979      0.2976E+00      0.2681E+00
  18.987      0.2970E+00      0.2675E+00
  18.994      0.2964E+00      0.2669E+00
  19.002      0.2958E+00      0.2663E+00
  19.010      0.2952E+00      0.2657E+00
  19.018      0.2953E+00      0.2644E+00
  19.026      0.2948E+00      0.2638E+00
  19.034      0.2942E+00      0.2632E+00
  19.042      0.2943E+00      0.2625E+00
  19.050      0.2937E+00      0.2619E+00
  19.058      0.2938E+00      0.2613E+00
  19.066      0.2932E+00      0.2607E+00
  19.074      0.2933E+00      0.2601E+00
  19.081      0.2927E+00      0.2595E+00
  19.089      0.2928E+00      0.2589E+00
  19.097      0.2922E+00      0.2582E+00
  19.105      0.2924E+00      0.2576E+00
  19.113      0.2918E+00      0.2570E+00
  19.121      0.2919E+00      0.2564E+00
  19.129      0.2920E+00      0.2565E+00
  19.137      0.2921E+00      0.2559E+00
  19.145      0.2922E+00      0.2553E+00
  19.153      0.2916E+00      0.2546E+00
  19.160      0.2918E+00      0.2547E+00
  19.168      0.2919E+00      0.2541E+00
  19.176      0.2920E+00      0.2535E+00
  19.184      0.2921E+00      0.2536E+00
  19.192      0.2922E+00      0.2530E+00
  19.200      0.2924E+00      0.2531E+00
  19.208      0.2925E+00      0.2525E+00
